"fact","id"
"the  asteroid belt  contains  the largest concentration of asteroids     in the solar system","012b-c5bb-c960-0089"
"the  asteroid belt  contains  asteroids","1c96-585a-f6fa-597c"
"the Earth's surface  contains many craters","aa2e-a517-11bf-e86c"
"a  mountain range  contains  mountains","8a19-f0f3-ccd2-b61f"
"a  galaxy  contains  dusts; stars; planets","ca02-f295-6df6-5ba8"
"a  halo  contains mostly old stars","e086-0708-980e-b339"
"quasars  contain  massive black holes     at their centers","cf04-7ab3-7cf0-fc05"
"the  Kuiper Belt  contains  orbiting comets; asteroids","d085-dbe2-1b2e-916c"
"spacesuit backpacks  contain  oxygen","3842-f52d-cf34-b6b7"
"computers  contain  gold","9b12-a675-1840-0289"
"electronics  contain  gold","42bf-d112-7193-ba29"
"the  pipe  contains  fins     in a baseboard system","a6a9-7779-8ddb-de36"
"a  waterfall  contains  water","e04b-dd2f-feba-1e5f"
"a  radio  contains a speaker","8229-9677-683e-24d5"
"a  telephone  contains an encoder","ab2d-a884-0e6c-511d"
"fuel  contains  chemical energy","c23e-4123-ef7b-6907"
"troposphere  contains 75% the gases","ed12-5a2a-48c6-b7fc"
"troposphere  contains almost all the water vapor","218d-6a24-24db-a9dc"
"thermosphere  contains  high-energy particles","4761-bcf2-0611-bfd3"
"substances  contain  chemical bond energy","78bf-081e-f4e2-6343"
"Virginia  contains  rivers","76e8-6fab-c686-29ce"
"stomach acid  contains  enzymes","50cb-f507-3d91-7a40"
"legumes  contain  nitrogen","9fe9-9177-445c-de27"
"fertilizers  contain  nitrogen","4ecf-622a-52fe-b8b7"
"Antarctic polar ice  contains  ice; glaciers","c6f4-727a-aac3-9aa9"
"biomass  contains  organic matter","9e22-53dc-0e9b-52dc"
"a  dissecting kit  contains  scissors; forceps; scalpels","d641-a0e7-ae46-bffe"
"carbohydrate does not contain  carbon-nitrogen bond","541a-a19f-9a58-94d5"
"water  contains  microscopic living organisms","31c3-e6e4-d66d-1052"
"the  lithosphere  contains  the crust; the upper mantle     of the Earth","a79c-967a-94d1-9d2a"
"loamy soil  contains  sand; clay","d5be-8912-13b6-4e24"
"Earth  contains  glaciers; ice caps","5962-c3e3-67cc-829b"
"agricultural ground  contains  soil","e351-1b4a-ce26-2616"
"metamorphic rocks do not contain  fossils","08ea-250e-e637-ccb8"
"pumice  contains  air pockets","b5d8-3f93-2a2d-1e73"
"a  river usually contains  freshwater","b3a7-d865-d0a8-e900"
"a  water reservoir  contains  water","05be-c29c-dfe4-7212"
"the deep ocean water  contains  dissolved carbon dioxide","ca1b-a3bb-54b0-fe87"
"the  abdomen  contains  the liver","0b56-7528-753a-ef35"
"the  abdomen  contains  the kidney","0b56-7528-753a-ef36"
"the  abdomen  contains  the stomach","0b56-7528-753a-ef37"
"the  abdomen does not contain  the heart","71c9-63ff-d2bd-b520"
"metamorphic rock; sedimentary rock; igneous rock  contains  quartz","d39f-c670-b169-de20"
"glaciers; ice caps  contain  freshwater","8fad-34a6-efaf-5530"
"1 week is equal to 7 days","a9b2-1d5b-952e-8a8c"
"1 year is equal to 365 days","4adf-935f-2a7e-de97"
"1 day is equal to 24 hours","7bde-6b21-5c29-4e15"
"1 year is equal to 12 months","6237-63a3-810f-6aa1"
"1 month is equal to 28-31 days","74a1-0a11-f9ce-9501"
"as something that emits light    becomes closer  ,   that something  will appear    brighter","8ccc-1b06-5b19-c569"
"as roughness of a surface    increases  ,  friction   will     increase","f5db-3d81-10c5-e292"
"as the temperature of a liquid    increases  ,   that liquid  will evaporate    quicker","1a64-71d5-62de-afa4"
"as the size of an object  appears  larger  ,   that object  will be seen;be observed    more easily; better","4aa6-0eac-9f6d-0d0b"
"as the distance of a location from the North Pole becomes  smaller; closer  ,   that location  will receive    more daylight during the summer","b388-36b4-c5a9-a748"
"as the distance of a location from the North Pole becomes  smaller; closer  ,   that location  will receive    less daylight during the winter","97cb-0839-051e-bddf"
"as the temperature of an object    increases  , the size of that object  will     increase","04fa-aa15-4ac9-8da4"
"as altitude     increases  , the temperature of the air  will     decrease in the troposphere","335f-491e-b6bf-7684"
"as available water     decreases  , the population of plants  will     decrease","c815-1f8a-8ea2-6492"
"as distance  from water   decreases  ,   humidity  will     increase","b9e7-6612-b3bc-264a"
"as the mass of an object    increases  ,  the weight of that object  will     increase","b676-c9b3-bff8-a5c3"
"as the mass of an object    decreases  , the weight of that object  will     decrease","b5db-599d-c781-5322"
"as  population of prey    decreases  , the population of predators  will      decrease","fe4b-29a0-b3d1-b929"
"as distance  to an object   increases  ,   that object  will appear    smaller","994f-4898-9a1a-659b"
"as the population of insects    decreases  , the population of lizards  will    likely decrease  because lizards eat insects","4fc5-071a-fc7a-4e97"
"as the temperature of a liquid    increases  , the rate of evaporation of that liquid  will     increase","cb74-f946-eef2-3ca5"
"as the size of a cloud    increases  , the amount  of precipitation   contained in that cloud will  increase","2e26-d568-7d5a-f4be"
"as population of predators    decreases  , the population of prey  will     increase in an environment because predator eats prey","9e69-e4c7-1f9e-a37e"
"as the thickness of something; of an object    increases  , the resistance of that object; of that something to damage will     increase","4947-b167-2d68-5a22"
"as the temperature of the ocean    decreases below 80 degrees F , the strength of the hurricane  will     decrease","f537-cb3d-0d20-909f"
"as the temperature of the ocean    increases  ,  the strength of the hurricane  will     increase","c358-d481-25a5-0d1e"
"as the roughness of something    increases  , the friction of that something  will     increase when its surface moves against another surface","5301-3197-c9cd-25af"
"as the smoothness of something    increases  , the friction of that something  will     decrease when its surface moves against another surface","1b40-3366-53ff-d094"
"as the amount of water  received by a plant increases  ,  rate of growth of that plant  will    usually increase","f8e4-1e90-0a4f-5fde"
"as the thickness of an object    increases  , the resistance of that object to tearing; to breaking will     increase","2b0c-392f-5a90-0854"
"as the resistance to something    increases  ,  how easilty that something   can  be done  will  decrease","e067-ed4c-972f-7684"
"as the  sun    sets  , the temperature   will     decrease","7e55-15d2-7655-88f0"
"as temperature     decreases  , the air pressure   will     decrease","2f8f-92e5-f96b-7b91"
"as air pressure     decreases  , the chance of rain  will     increase","e59e-0e41-e397-6426"
"as the population of plants    decreases  , the population of herbivores  will     decrease","2590-d8b5-881d-7252"
"as an  object    descends into water , the pressure  on that object will     increase","d9fd-c8f3-a4aa-801e"
"as mass of a planet; of a celestial body    increases  , the force of gravity  on that planet will     increase","cecf-144a-6959-4a28"
"as the force of gravity     increases  , the weight of objects  will     increase","b23c-a7ea-8693-4a44"
"as the temperature     increases  , the kinetic energy of the molecules  will     increase","d148-e8f6-c895-1843"
"as the amount of light    decreases  , the difficulty    to see shadows will  increase","0dc2-4cac-dfae-1b4e"
"as the size of a flower    increases  , the number of pollinators it  will attract    increases","7216-d3cd-86c1-feb2"
"as the amount of fragrance of a flower    increases  , the number of pollinators it  will attract    increases","eb0b-95a3-aff8-8642"
"as distance  from an object   decreases  ,   that object  will appear    larger","6d4f-15e5-fadf-6159"
"as an  object    moves faster , the kinetic energy of that object  will     increase","208b-1d9a-792c-c10c"
"as kinetic energy     increases  , the potential energy   will     decrease","83a6-a1ca-cb77-fc0a"
"as an activity     decreases  ,   that activity's effect will     decrease on the environment","7426-2baa-b557-7e74"
"as the amount of water in a body of water   increases  , the water levels   will     rise; increase especially at the edge of that body of water","7956-497a-6dfb-85f9"
"as the amount of polluting gasses in the atmoshere   increases  , the atmospheric temperature   will     increase","c7cf-6501-ed06-6b76"
"as a source of light    moves directly overhead of an object , the size of the shadow of that object will     decrease","cc75-33b5-2674-6153"
"as lightness in color of an object    increases  , the ability of that object   to reflect light will  increase","1bf4-ea57-b77d-dd0b"
"as the supply of food in an environment   decreases  , the population of animals in that environment will     decrease","9020-a34d-342a-2d13"
"as temperature  in the environment   increases  , the body temperature  of a reptile in that environment will     increase","5b3a-3202-f15f-57c1"
"as temperature  during the day   increases  , the temperature in an environment  will     increase","0d5b-f3fe-5534-5799"
"as the ability    to do something  decreases  ,      doing that something  will be  harder","903e-e36b-cdfa-326e"
"as the  level of water    rises  , the amount of available land  will     decrease","379c-057c-119a-a5bd"
"as the speed of an object    increases  , the force that object   exerts  will  increase","313c-4c5c-0e2c-e2b6"
"as the mass of an object    increases  , the force    required to push that object will  increase","614f-48c8-755b-db8d"
"as energy   required for an activity increases  ,  pulse; breathing rate   will     increase","740e-55ec-8b5a-8ade"
"as temperature     increases  , the ability of that liquid   to dissolve solids will  increase","1857-eaa2-79ea-ce00"
"as height     decreases  ,  distance  from sea level will     decrease","eb23-6d22-1fc7-596a"
"as elevation of a place    decreases  ,  how much a flood  will affect that place will  increases","a531-afe2-6f44-bf00"
"as water     increases in an environment , the population of aquatic animals  will     increase","6bf3-1b34-7a15-0fe9"
"as moisture of an object    decreases  , the friction of that object against another object will     increase","2ca8-b3c1-6ebc-f1a0"
"as ability   to transport food increases around the world , the available types of food in distant locations will     increase","4517-3252-bc68-8040"
"as the number of pollinators  attracted to a flower; a plant increases  , the ability of that flower; of that plant   to reproduce  will  increase","9de6-eb30-5159-2eef"
"as the amount of rainfall    increases in an area , the amount of available water in that area will     increase","296e-c3bd-d88a-2edf"
"as force   exerted on an object increases  ,  distance travelled   will     increase","d104-d5d8-6378-fe3a"
"as light pollution     increases  ,      seeing the stars will be  harder","29a8-8ae2-e41b-b230"
"as distance  to a city   decreases  , the amount of  light pollution  will     increase","b72b-62d2-5281-f92e"
"as the population of prey    decreases  ,   competition between predators will     increase","4215-2fa0-919f-fb85"
"as the population of plants    decreases  ,   carbon in the atmosphere will     increase","163a-1ae9-b8d6-c3ab"
"as the amount of available water    decreases  ,   tree-growth rings  will become    narrower","2df3-be53-b099-efd8"
"as the number of offspring an animal  has  increases  , the number of offspring   surviving  will  increase","7906-b683-f36f-8a3d"
"as air pressure     increases  , the reading on a barometer  will     rise","67a2-4933-140d-2d35"
"as the use of a resource    decreases  , the length of time that resource   being available  will  increases","f881-bd1d-4ff7-700f"
"as mileage per galon of gasoline   increases  , the amount of gasoline   used  will  decrease","599e-347c-567c-1fb2"
"as the    use of a crop increases  , the amount of  crops   planted  will  increase","2441-0314-3609-c566"
"as the size of a leaf    increases  , the amount of  sunlight   absorbed by that leaf will  increase","1dab-d0e6-0b3a-1f75"
"as the amount; size of something    increases  , the extensive properties of that something  will     increase","3820-b234-4260-797d"
"as amount; size of something    increases  , the intensive properties of that something  will     not change","4c10-6365-6e17-e201"
"as heat     increases  , a  flexible container   containing gas will  expand","7854-76a6-6501-4b8f"
"as  an object  moves  down  ,  potential energy   will     decrease","7b1d-3e19-a611-e427"
"as the use of renewable resources   use of renewable resources increases  ,      use of nonrenewable resources will  decrease","a979-cbd2-fb2d-175e"
"as the available water in an environment    increases  , the populations of organisms in that environment will     increase","e124-fe21-9a74-45f3"
"as dryness     increases in an environment , the available water  in that environment will     decrease","2999-5991-d180-65c1"
"as available resources     increases  , the population of an organism   using those resources will  increase","ef04-96f5-1898-e701"
"as the time a tool  lasts  increases  , the number of tools   discarded  will  decrease","def7-ed0f-010f-6b59"
"as the surface area of a body of water    increases  ,  evaporation of that body of water  will     increase","11a7-2581-9122-ab66"
"as the latitude of a place    increases in either direction , the intensity of sunlight  will change   with the seasons  at the same rate","b4d1-4fcf-d14e-cb3b"
"as the rotation speed of a planet    increases  , the length of day and night  will     decrease on that planet","7778-56a7-1a1e-24cf"
"as the number of sources of food    increase in an environment , the population of the organisms  will     increase in that environment","bc70-82f8-3ab8-89f4"
"as the amount of a source of something    decreases  , the amount of that something  will     decrease","84e6-3d26-d645-4729"
"as flatness of a leaf    increases  , the amount of sunlight that leaf can absorb will     increase","4b24-4db5-ec89-d94c"
"as the amount of rain    increases in an environment ,   available sunlight  will     decrease in that environment","617e-4655-cd23-1bc6"
"as time spent   taking a shower decreases  ,   water   used  will  decrease","6932-1188-6eee-7b18"
"as ability   to preserve food increases  , the ability    to transport food   increases","bfb3-7ce9-4ba1-f302"
"as heat   is transferred from something to something else   , the temperature of that something  will     decrease","42a9-2b43-9373-6876"
"as available water in an environment    decreases  , the amount of available food in that environment will     decrease","86c9-9f73-ea5d-79fd"
